area_name,area_code,date,cases,rolling_sum,rolling_rate,age_band,age_lower,age_higher,population
London,E12000007,2022-03-25,162,1141,191.5,0 - 4 years,0,4,595799
London,E12000007,2022-03-25,197,2045,337.3,5 - 9 years,5,9,606333
London,E12000007,2022-03-25,242,2485,451.2,10 - 14 years,10,14,550753
London,E12000007,2022-03-25,248,2322,489.4,15 - 19 years,15,19,474456
London,E12000007,2022-03-25,494,3727,669.6,20 - 24 years,20,24,556594
London,E12000007,2022-03-25,738,6460,852.4,25 - 29 years,25,29,757848
London,E12000007,2022-03-25,916,7492,911.3,30 - 34 years,30,34,822084
London,E12000007,2022-03-25,815,6517,835.6,35 - 39 years,35,39,779934
London,E12000007,2022-03-25,717,5568,821.9,40 - 44 years,40,44,677463
London,E12000007,2022-03-25,602,4833,807.5,45 - 49 years,45,49,598535
London,E12000007,2022-03-25,553,4315,757.1,50 - 54 years,50,54,569938
London,E12000007,2022-03-25,445,3821,751.1,55 - 59 years,55,59,508722
London,E12000007,2022-03-25,420,3078,758.9,60 - 64 years,60,64,405576
London,E12000007,2022-03-25,293,2203,692.5,65 - 69 years,65,69,318142
London,E12000007,2022-03-25,257,1796,640.4,70 - 74 years,70,74,280432
London,E12000007,2022-03-25,189,1248,635.4,75 - 79 years,75,79,196419
London,E12000007,2022-03-25,107,709,469.6,80 - 84 years,80,84,150980
London,E12000007,2022-03-25,56,423,450.9,85 - 89 years,85,89,93808
London,E12000007,2022-03-25,36,338,576.1,90+ years,90,90,58672
London,E12000007,2022-03-25,12,55,0,unassigned,NA,NA,NA
London,E12000007,2022-03-24,157,1117,187.5,0 - 4 years,0,4,595799
London,E12000007,2022-03-24,241,2116,349,5 - 9 years,5,9,606333
London,E12000007,2022-03-24,275,2522,457.9,10 - 14 years,10,14,550753
London,E12000007,2022-03-24,271,2343,493.8,15 - 19 years,15,19,474456
London,E12000007,2022-03-24,556,3731,670.3,20 - 24 years,20,24,556594
London,E12000007,2022-03-24,969,6542,863.2,25 - 29 years,25,29,757848
London,E12000007,2022-03-24,1044,7552,918.6,30 - 34 years,30,34,822084
London,E12000007,2022-03-24,909,6508,834.4,35 - 39 years,35,39,779934
London,E12000007,2022-03-24,762,5550,819.2,40 - 44 years,40,44,677463
London,E12000007,2022-03-24,698,4846,809.6,45 - 49 years,45,49,598535
London,E12000007,2022-03-24,616,4282,751.3,50 - 54 years,50,54,569938
London,E12000007,2022-03-24,567,3871,760.9,55 - 59 years,55,59,508722
London,E12000007,2022-03-24,428,3053,752.8,60 - 64 years,60,64,405576
London,E12000007,2022-03-24,312,2190,688.4,65 - 69 years,65,69,318142
London,E12000007,2022-03-24,261,1816,647.6,70 - 74 years,70,74,280432
London,E12000007,2022-03-24,165,1218,620.1,75 - 79 years,75,79,196419
London,E12000007,2022-03-24,112,703,465.6,80 - 84 years,80,84,150980
London,E12000007,2022-03-24,69,432,460.5,85 - 89 years,85,89,93808
London,E12000007,2022-03-24,63,333,567.6,90+ years,90,90,58672
London,E12000007,2022-03-24,10,53,0,unassigned,NA,NA,NA
London,E12000007,2022-03-23,153,1129,189.5,0 - 4 years,0,4,595799
London,E12000007,2022-03-23,258,2178,359.2,5 - 9 years,5,9,606333
London,E12000007,2022-03-23,362,2597,471.5,10 - 14 years,10,14,550753
London,E12000007,2022-03-23,391,2407,507.3,15 - 19 years,15,19,474456
London,E12000007,2022-03-23,591,3745,672.8,20 - 24 years,20,24,556594
London,E12000007,2022-03-23,1057,6523,860.7,25 - 29 years,25,29,757848
London,E12000007,2022-03-23,1208,7620,926.9,30 - 34 years,30,34,822084
London,E12000007,2022-03-23,1083,6520,836,35 - 39 years,35,39,779934
London,E12000007,2022-03-23,901,5616,829,40 - 44 years,40,44,677463
London,E12000007,2022-03-23,780,4798,801.6,45 - 49 years,45,49,598535
London,E12000007,2022-03-23,666,4219,740.3,50 - 54 years,50,54,569938
London,E12000007,2022-03-23,629,3812,749.3,55 - 59 years,55,59,508722
London,E12000007,2022-03-23,487,3033,747.8,60 - 64 years,60,64,405576
London,E12000007,2022-03-23,344,2181,685.5,65 - 69 years,65,69,318142
London,E12000007,2022-03-23,277,1791,638.7,70 - 74 years,70,74,280432
London,E12000007,2022-03-23,214,1223,622.6,75 - 79 years,75,79,196419
London,E12000007,2022-03-23,119,699,463,80 - 84 years,80,84,150980
London,E12000007,2022-03-23,65,420,447.7,85 - 89 years,85,89,93808
London,E12000007,2022-03-23,59,306,521.5,90+ years,90,90,58672
London,E12000007,2022-03-23,8,52,0,unassigned,NA,NA,NA
London,E12000007,2022-03-22,176,1155,193.9,0 - 4 years,0,4,595799
London,E12000007,2022-03-22,337,2221,366.3,5 - 9 years,5,9,606333
London,E12000007,2022-03-22,416,2586,469.5,10 - 14 years,10,14,550753
London,E12000007,2022-03-22,413,2330,491.1,15 - 19 years,15,19,474456
London,E12000007,2022-03-22,621,3718,668,20 - 24 years,20,24,556594
London,E12000007,2022-03-22,1169,6557,865.2,25 - 29 years,25,29,757848
London,E12000007,2022-03-22,1306,7642,929.6,30 - 34 years,30,34,822084
London,E12000007,2022-03-22,1042,6529,837.1,35 - 39 years,35,39,779934
London,E12000007,2022-03-22,912,5589,825,40 - 44 years,40,44,677463
London,E12000007,2022-03-22,755,4749,793.4,45 - 49 years,45,49,598535
London,E12000007,2022-03-22,723,4150,728.1,50 - 54 years,50,54,569938
London,E12000007,2022-03-22,608,3684,724.2,55 - 59 years,55,59,508722
London,E12000007,2022-03-22,464,3011,742.4,60 - 64 years,60,64,405576
London,E12000007,2022-03-22,334,2144,673.9,65 - 69 years,65,69,318142
London,E12000007,2022-03-22,273,1749,623.7,70 - 74 years,70,74,280432
London,E12000007,2022-03-22,187,1184,602.8,75 - 79 years,75,79,196419
London,E12000007,2022-03-22,106,671,444.4,80 - 84 years,80,84,150980
London,E12000007,2022-03-22,67,420,447.7,85 - 89 years,85,89,93808
London,E12000007,2022-03-22,57,291,496,90+ years,90,90,58672
London,E12000007,2022-03-22,5,57,0,unassigned,NA,NA,NA
London,E12000007,2022-03-21,210,1140,191.3,0 - 4 years,0,4,595799
London,E12000007,2022-03-21,405,2265,373.6,5 - 9 years,5,9,606333
London,E12000007,2022-03-21,489,2573,467.2,10 - 14 years,10,14,550753
London,E12000007,2022-03-21,416,2302,485.2,15 - 19 years,15,19,474456
London,E12000007,2022-03-21,645,3695,663.9,20 - 24 years,20,24,556594
London,E12000007,2022-03-21,1182,6491,856.5,25 - 29 years,25,29,757848
London,E12000007,2022-03-21,1363,7604,925,30 - 34 years,30,34,822084
London,E12000007,2022-03-21,1132,6476,830.3,35 - 39 years,35,39,779934
London,E12000007,2022-03-21,968,5566,821.6,40 - 44 years,40,44,677463
London,E12000007,2022-03-21,867,4699,785.1,45 - 49 years,45,49,598535
London,E12000007,2022-03-21,732,4028,706.7,50 - 54 years,50,54,569938
London,E12000007,2022-03-21,652,3606,708.8,55 - 59 years,55,59,508722
London,E12000007,2022-03-21,556,2963,730.6,60 - 64 years,60,64,405576
London,E12000007,2022-03-21,387,2096,658.8,65 - 69 years,65,69,318142
London,E12000007,2022-03-21,320,1711,610.1,70 - 74 years,70,74,280432
London,E12000007,2022-03-21,197,1173,597.2,75 - 79 years,75,79,196419
London,E12000007,2022-03-21,124,654,433.2,80 - 84 years,80,84,150980
London,E12000007,2022-03-21,61,409,436,85 - 89 years,85,89,93808
London,E12000007,2022-03-21,50,273,465.3,90+ years,90,90,58672
London,E12000007,2022-03-21,16,72,0,unassigned,NA,NA,NA
London,E12000007,2022-03-20,152,1118,187.6,0 - 4 years,0,4,595799
London,E12000007,2022-03-20,334,2315,381.8,5 - 9 years,5,9,606333
London,E12000007,2022-03-20,385,2608,473.5,10 - 14 years,10,14,550753
London,E12000007,2022-03-20,341,2277,479.9,15 - 19 years,15,19,474456
London,E12000007,2022-03-20,439,3658,657.2,20 - 24 years,20,24,556594
London,E12000007,2022-03-20,747,6331,835.4,25 - 29 years,25,29,757848
London,E12000007,2022-03-20,883,7433,904.2,30 - 34 years,30,34,822084
London,E12000007,2022-03-20,813,6446,826.5,35 - 39 years,35,39,779934
London,E12000007,2022-03-20,699,5538,817.5,40 - 44 years,40,44,677463
London,E12000007,2022-03-20,617,4581,765.4,45 - 49 years,45,49,598535
London,E12000007,2022-03-20,536,3980,698.3,50 - 54 years,50,54,569938
London,E12000007,2022-03-20,479,3565,700.8,55 - 59 years,55,59,508722
London,E12000007,2022-03-20,366,2836,699.3,60 - 64 years,60,64,405576
London,E12000007,2022-03-20,274,2003,629.6,65 - 69 years,65,69,318142
London,E12000007,2022-03-20,214,1654,589.8,70 - 74 years,70,74,280432
London,E12000007,2022-03-20,160,1167,594.1,75 - 79 years,75,79,196419
London,E12000007,2022-03-20,72,615,407.3,80 - 84 years,80,84,150980
London,E12000007,2022-03-20,57,416,443.5,85 - 89 years,85,89,93808
London,E12000007,2022-03-20,46,275,468.7,90+ years,90,90,58672
London,E12000007,2022-03-20,2,73,0,unassigned,NA,NA,NA
London,E12000007,2022-03-19,131,1125,188.8,0 - 4 years,0,4,595799
London,E12000007,2022-03-19,273,2330,384.3,5 - 9 years,5,9,606333
London,E12000007,2022-03-19,316,2609,473.7,10 - 14 years,10,14,550753
London,E12000007,2022-03-19,242,2245,473.2,15 - 19 years,15,19,474456
London,E12000007,2022-03-19,381,3595,645.9,20 - 24 years,20,24,556594
London,E12000007,2022-03-19,598,6294,830.5,25 - 29 years,25,29,757848
London,E12000007,2022-03-19,772,7390,898.9,30 - 34 years,30,34,822084
London,E12000007,2022-03-19,723,6430,824.4,35 - 39 years,35,39,779934
London,E12000007,2022-03-19,609,5565,821.4,40 - 44 years,40,44,677463
London,E12000007,2022-03-19,514,4510,753.5,45 - 49 years,45,49,598535
London,E12000007,2022-03-19,489,3931,689.7,50 - 54 years,50,54,569938
London,E12000007,2022-03-19,441,3537,695.3,55 - 59 years,55,59,508722
London,E12000007,2022-03-19,357,2848,702.2,60 - 64 years,60,64,405576
London,E12000007,2022-03-19,259,1943,610.7,65 - 69 years,65,69,318142
London,E12000007,2022-03-19,194,1628,580.5,70 - 74 years,70,74,280432
London,E12000007,2022-03-19,136,1138,579.4,75 - 79 years,75,79,196419
London,E12000007,2022-03-19,69,618,409.3,80 - 84 years,80,84,150980
London,E12000007,2022-03-19,48,399,425.3,85 - 89 years,85,89,93808
London,E12000007,2022-03-19,27,259,441.4,90+ years,90,90,58672
London,E12000007,2022-03-19,2,73,0,unassigned,NA,NA,NA
London,E12000007,2022-03-18,138,1121,188.2,0 - 4 years,0,4,595799
London,E12000007,2022-03-18,268,2369,390.7,5 - 9 years,5,9,606333
London,E12000007,2022-03-18,279,2588,469.9,10 - 14 years,10,14,550753
London,E12000007,2022-03-18,269,2269,478.2,15 - 19 years,15,19,474456
London,E12000007,2022-03-18,498,3549,637.6,20 - 24 years,20,24,556594
London,E12000007,2022-03-18,820,6289,829.8,25 - 29 years,25,29,757848
London,E12000007,2022-03-18,976,7320,890.4,30 - 34 years,30,34,822084
London,E12000007,2022-03-18,806,6391,819.4,35 - 39 years,35,39,779934
London,E12000007,2022-03-18,699,5586,824.5,40 - 44 years,40,44,677463
London,E12000007,2022-03-18,615,4511,753.7,45 - 49 years,45,49,598535
London,E12000007,2022-03-18,520,3864,678,50 - 54 years,50,54,569938
London,E12000007,2022-03-18,495,3473,682.7,55 - 59 years,55,59,508722
London,E12000007,2022-03-18,395,2798,689.9,60 - 64 years,60,64,405576
London,E12000007,2022-03-18,280,1921,603.8,65 - 69 years,65,69,318142
London,E12000007,2022-03-18,277,1622,578.4,70 - 74 years,70,74,280432
London,E12000007,2022-03-18,159,1147,584,75 - 79 years,75,79,196419
London,E12000007,2022-03-18,101,603,399.4,80 - 84 years,80,84,150980
London,E12000007,2022-03-18,65,398,424.3,85 - 89 years,85,89,93808
London,E12000007,2022-03-18,31,254,432.9,90+ years,90,90,58672
London,E12000007,2022-03-18,10,75,0,unassigned,NA,NA,NA
London,E12000007,2022-03-17,169,1163,195.2,0 - 4 years,0,4,595799
London,E12000007,2022-03-17,303,2428,400.4,5 - 9 years,5,9,606333
London,E12000007,2022-03-17,350,2625,476.6,10 - 14 years,10,14,550753
London,E12000007,2022-03-17,335,2273,479.1,15 - 19 years,15,19,474456
London,E12000007,2022-03-17,570,3465,622.5,20 - 24 years,20,24,556594
London,E12000007,2022-03-17,950,6118,807.3,25 - 29 years,25,29,757848
London,E12000007,2022-03-17,1112,7118,865.8,30 - 34 years,30,34,822084
London,E12000007,2022-03-17,921,6311,809.2,35 - 39 years,35,39,779934
London,E12000007,2022-03-17,828,5502,812.1,40 - 44 years,40,44,677463
London,E12000007,2022-03-17,650,4412,737.1,45 - 49 years,45,49,598535
London,E12000007,2022-03-17,553,3834,672.7,50 - 54 years,50,54,569938
London,E12000007,2022-03-17,508,3360,660.5,55 - 59 years,55,59,508722
London,E12000007,2022-03-17,408,2723,671.4,60 - 64 years,60,64,405576
London,E12000007,2022-03-17,303,1900,597.2,65 - 69 years,65,69,318142
London,E12000007,2022-03-17,236,1562,557,70 - 74 years,70,74,280432
London,E12000007,2022-03-17,170,1142,581.4,75 - 79 years,75,79,196419
London,E12000007,2022-03-17,108,590,390.8,80 - 84 years,80,84,150980
London,E12000007,2022-03-17,57,390,415.7,85 - 89 years,85,89,93808
London,E12000007,2022-03-17,36,260,443.1,90+ years,90,90,58672
London,E12000007,2022-03-17,9,70,0,unassigned,NA,NA,NA
London,E12000007,2022-03-16,179,1148,192.7,0 - 4 years,0,4,595799
London,E12000007,2022-03-16,301,2454,404.7,5 - 9 years,5,9,606333
London,E12000007,2022-03-16,351,2624,476.4,10 - 14 years,10,14,550753
London,E12000007,2022-03-16,314,2184,460.3,15 - 19 years,15,19,474456
London,E12000007,2022-03-16,564,3350,601.9,20 - 24 years,20,24,556594
London,E12000007,2022-03-16,1091,6024,794.9,25 - 29 years,25,29,757848
London,E12000007,2022-03-16,1230,6946,844.9,30 - 34 years,30,34,822084
London,E12000007,2022-03-16,1092,6234,799.3,35 - 39 years,35,39,779934
London,E12000007,2022-03-16,874,5343,788.7,40 - 44 years,40,44,677463
London,E12000007,2022-03-16,731,4327,722.9,45 - 49 years,45,49,598535
London,E12000007,2022-03-16,597,3751,658.1,50 - 54 years,50,54,569938
London,E12000007,2022-03-16,501,3250,638.9,55 - 59 years,55,59,508722
London,E12000007,2022-03-16,465,2644,651.9,60 - 64 years,60,64,405576
London,E12000007,2022-03-16,307,1828,574.6,65 - 69 years,65,69,318142
London,E12000007,2022-03-16,235,1494,532.7,70 - 74 years,70,74,280432
London,E12000007,2022-03-16,175,1097,558.5,75 - 79 years,75,79,196419
London,E12000007,2022-03-16,91,558,369.6,80 - 84 years,80,84,150980
London,E12000007,2022-03-16,65,383,408.3,85 - 89 years,85,89,93808
London,E12000007,2022-03-16,44,269,458.5,90+ years,90,90,58672
London,E12000007,2022-03-16,13,70,0,unassigned,NA,NA,NA
London,E12000007,2022-03-15,161,1136,190.7,0 - 4 years,0,4,595799
London,E12000007,2022-03-15,381,2473,407.9,5 - 9 years,5,9,606333
London,E12000007,2022-03-15,403,2641,479.5,10 - 14 years,10,14,550753
London,E12000007,2022-03-15,385,2151,453.4,15 - 19 years,15,19,474456
London,E12000007,2022-03-15,598,3299,592.7,20 - 24 years,20,24,556594
London,E12000007,2022-03-15,1103,5815,767.3,25 - 29 years,25,29,757848
London,E12000007,2022-03-15,1268,6701,815.1,30 - 34 years,30,34,822084
London,E12000007,2022-03-15,989,6023,772.2,35 - 39 years,35,39,779934
London,E12000007,2022-03-15,889,5232,772.3,40 - 44 years,40,44,677463
London,E12000007,2022-03-15,705,4175,697.5,45 - 49 years,45,49,598535
London,E12000007,2022-03-15,601,3620,635.2,50 - 54 years,50,54,569938
London,E12000007,2022-03-15,530,3191,627.3,55 - 59 years,55,59,508722
London,E12000007,2022-03-15,416,2520,621.3,60 - 64 years,60,64,405576
London,E12000007,2022-03-15,286,1755,551.6,65 - 69 years,65,69,318142
London,E12000007,2022-03-15,235,1468,523.5,70 - 74 years,70,74,280432
London,E12000007,2022-03-15,176,1040,529.5,75 - 79 years,75,79,196419
London,E12000007,2022-03-15,89,519,343.8,80 - 84 years,80,84,150980
London,E12000007,2022-03-15,56,357,380.6,85 - 89 years,85,89,93808
London,E12000007,2022-03-15,39,257,438,90+ years,90,90,58672
London,E12000007,2022-03-15,20,69,0,unassigned,NA,NA,NA
London,E12000007,2022-03-14,188,1156,194,0 - 4 years,0,4,595799
London,E12000007,2022-03-14,455,2437,401.9,5 - 9 years,5,9,606333
London,E12000007,2022-03-14,524,2632,477.9,10 - 14 years,10,14,550753
London,E12000007,2022-03-14,391,2042,430.4,15 - 19 years,15,19,474456
London,E12000007,2022-03-14,608,3129,562.2,20 - 24 years,20,24,556594
London,E12000007,2022-03-14,1022,5566,734.4,25 - 29 years,25,29,757848
London,E12000007,2022-03-14,1192,6363,774,30 - 34 years,30,34,822084
London,E12000007,2022-03-14,1102,5798,743.4,35 - 39 years,35,39,779934
London,E12000007,2022-03-14,940,5001,738.2,40 - 44 years,40,44,677463
London,E12000007,2022-03-14,749,4014,670.6,45 - 49 years,45,49,598535
London,E12000007,2022-03-14,684,3480,610.6,50 - 54 years,50,54,569938
London,E12000007,2022-03-14,611,3064,602.3,55 - 59 years,55,59,508722
London,E12000007,2022-03-14,429,2414,595.2,60 - 64 years,60,64,405576
London,E12000007,2022-03-14,294,1712,538.1,65 - 69 years,65,69,318142
London,E12000007,2022-03-14,263,1410,502.8,70 - 74 years,70,74,280432
London,E12000007,2022-03-14,191,961,489.3,75 - 79 years,75,79,196419
London,E12000007,2022-03-14,85,497,329.2,80 - 84 years,80,84,150980
London,E12000007,2022-03-14,68,339,361.4,85 - 89 years,85,89,93808
London,E12000007,2022-03-14,52,242,412.5,90+ years,90,90,58672
London,E12000007,2022-03-14,17,58,0,unassigned,NA,NA,NA
London,E12000007,2022-03-13,159,1169,196.2,0 - 4 years,0,4,595799
London,E12000007,2022-03-13,349,2353,388.1,5 - 9 years,5,9,606333
London,E12000007,2022-03-13,386,2498,453.6,10 - 14 years,10,14,550753
London,E12000007,2022-03-13,309,1964,413.9,15 - 19 years,15,19,474456
London,E12000007,2022-03-13,376,2924,525.3,20 - 24 years,20,24,556594
London,E12000007,2022-03-13,710,5289,697.9,25 - 29 years,25,29,757848
London,E12000007,2022-03-13,840,5987,728.3,30 - 34 years,30,34,822084
London,E12000007,2022-03-13,797,5394,691.6,35 - 39 years,35,39,779934
London,E12000007,2022-03-13,726,4728,697.9,40 - 44 years,40,44,677463
London,E12000007,2022-03-13,546,3782,631.9,45 - 49 years,45,49,598535
London,E12000007,2022-03-13,487,3257,571.5,50 - 54 years,50,54,569938
London,E12000007,2022-03-13,451,2857,561.6,55 - 59 years,55,59,508722
London,E12000007,2022-03-13,378,2263,558,60 - 64 years,60,64,405576
London,E12000007,2022-03-13,214,1620,509.2,65 - 69 years,65,69,318142
London,E12000007,2022-03-13,188,1340,477.8,70 - 74 years,70,74,280432
London,E12000007,2022-03-13,131,913,464.8,75 - 79 years,75,79,196419
London,E12000007,2022-03-13,75,480,317.9,80 - 84 years,80,84,150980
London,E12000007,2022-03-13,40,323,344.3,85 - 89 years,85,89,93808
London,E12000007,2022-03-13,30,249,424.4,90+ years,90,90,58672
London,E12000007,2022-03-13,2,51,0,unassigned,NA,NA,NA
London,E12000007,2022-03-12,127,1146,192.3,0 - 4 years,0,4,595799
London,E12000007,2022-03-12,312,2311,381.1,5 - 9 years,5,9,606333
London,E12000007,2022-03-12,295,2410,437.6,10 - 14 years,10,14,550753
London,E12000007,2022-03-12,266,1879,396,15 - 19 years,15,19,474456
London,E12000007,2022-03-12,335,2825,507.6,20 - 24 years,20,24,556594
London,E12000007,2022-03-12,593,5101,673.1,25 - 29 years,25,29,757848
London,E12000007,2022-03-12,702,5739,698.1,30 - 34 years,30,34,822084
London,E12000007,2022-03-12,684,5141,659.2,35 - 39 years,35,39,779934
London,E12000007,2022-03-12,630,4454,657.5,40 - 44 years,40,44,677463
London,E12000007,2022-03-12,515,3595,600.6,45 - 49 years,45,49,598535
London,E12000007,2022-03-12,422,3119,547.3,50 - 54 years,50,54,569938
London,E12000007,2022-03-12,377,2698,530.3,55 - 59 years,55,59,508722
London,E12000007,2022-03-12,307,2105,519,60 - 64 years,60,64,405576
London,E12000007,2022-03-12,237,1553,488.1,65 - 69 years,65,69,318142
London,E12000007,2022-03-12,188,1284,457.9,70 - 74 years,70,74,280432
London,E12000007,2022-03-12,145,858,436.8,75 - 79 years,75,79,196419
London,E12000007,2022-03-12,54,448,296.7,80 - 84 years,80,84,150980
London,E12000007,2022-03-12,47,309,329.4,85 - 89 years,85,89,93808
London,E12000007,2022-03-12,22,238,405.6,90+ years,90,90,58672
London,E12000007,2022-03-12,4,49,0,unassigned,NA,NA,NA
London,E12000007,2022-03-11,180,1128,189.3,0 - 4 years,0,4,595799
London,E12000007,2022-03-11,327,2201,363,5 - 9 years,5,9,606333
London,E12000007,2022-03-11,316,2340,424.9,10 - 14 years,10,14,550753
London,E12000007,2022-03-11,273,1792,377.7,15 - 19 years,15,19,474456
London,E12000007,2022-03-11,414,2747,493.5,20 - 24 years,20,24,556594
London,E12000007,2022-03-11,649,4964,655,25 - 29 years,25,29,757848
London,E12000007,2022-03-11,774,5533,673,30 - 34 years,30,34,822084
London,E12000007,2022-03-11,726,4900,628.3,35 - 39 years,35,39,779934
London,E12000007,2022-03-11,615,4227,623.9,40 - 44 years,40,44,677463
London,E12000007,2022-03-11,516,3377,564.2,45 - 49 years,45,49,598535
London,E12000007,2022-03-11,490,2984,523.6,50 - 54 years,50,54,569938
London,E12000007,2022-03-11,382,2557,502.6,55 - 59 years,55,59,508722
London,E12000007,2022-03-11,320,1979,487.9,60 - 64 years,60,64,405576
London,E12000007,2022-03-11,259,1474,463.3,65 - 69 years,65,69,318142
London,E12000007,2022-03-11,217,1202,428.6,70 - 74 years,70,74,280432
London,E12000007,2022-03-11,154,796,405.3,75 - 79 years,75,79,196419
London,E12000007,2022-03-11,88,444,294.1,80 - 84 years,80,84,150980
London,E12000007,2022-03-11,57,296,315.5,85 - 89 years,85,89,93808
London,E12000007,2022-03-11,37,231,393.7,90+ years,90,90,58672
London,E12000007,2022-03-11,5,46,0,unassigned,NA,NA,NA
London,E12000007,2022-03-10,154,1037,174.1,0 - 4 years,0,4,595799
London,E12000007,2022-03-10,329,2077,342.6,5 - 9 years,5,9,606333
London,E12000007,2022-03-10,349,2227,404.4,10 - 14 years,10,14,550753
London,E12000007,2022-03-10,246,1692,356.6,15 - 19 years,15,19,474456
London,E12000007,2022-03-10,455,2641,474.5,20 - 24 years,20,24,556594
London,E12000007,2022-03-10,856,4809,634.6,25 - 29 years,25,29,757848
London,E12000007,2022-03-10,940,5298,644.5,30 - 34 years,30,34,822084
London,E12000007,2022-03-10,844,4680,600.1,35 - 39 years,35,39,779934
London,E12000007,2022-03-10,669,4043,596.8,40 - 44 years,40,44,677463
London,E12000007,2022-03-10,565,3214,537,45 - 49 years,45,49,598535
London,E12000007,2022-03-10,470,2797,490.8,50 - 54 years,50,54,569938
London,E12000007,2022-03-10,398,2454,482.4,55 - 59 years,55,59,508722
London,E12000007,2022-03-10,329,1880,463.5,60 - 64 years,60,64,405576
London,E12000007,2022-03-10,231,1392,437.5,65 - 69 years,65,69,318142
London,E12000007,2022-03-10,168,1096,390.8,70 - 74 years,70,74,280432
London,E12000007,2022-03-10,125,733,373.2,75 - 79 years,75,79,196419
London,E12000007,2022-03-10,76,414,274.2,80 - 84 years,80,84,150980
London,E12000007,2022-03-10,50,275,293.2,85 - 89 years,85,89,93808
London,E12000007,2022-03-10,45,217,369.9,90+ years,90,90,58672
London,E12000007,2022-03-10,9,46,0,unassigned,NA,NA,NA
London,E12000007,2022-03-09,167,972,163.1,0 - 4 years,0,4,595799
London,E12000007,2022-03-09,320,1937,319.5,5 - 9 years,5,9,606333
London,E12000007,2022-03-09,368,2043,370.9,10 - 14 years,10,14,550753
London,E12000007,2022-03-09,281,1617,340.8,15 - 19 years,15,19,474456
London,E12000007,2022-03-09,513,2518,452.4,20 - 24 years,20,24,556594
London,E12000007,2022-03-09,882,4578,604.1,25 - 29 years,25,29,757848
London,E12000007,2022-03-09,985,5022,610.9,30 - 34 years,30,34,822084
London,E12000007,2022-03-09,881,4363,559.4,35 - 39 years,35,39,779934
London,E12000007,2022-03-09,763,3853,568.7,40 - 44 years,40,44,677463
London,E12000007,2022-03-09,579,3029,506.1,45 - 49 years,45,49,598535
London,E12000007,2022-03-09,466,2660,466.7,50 - 54 years,50,54,569938
London,E12000007,2022-03-09,442,2358,463.5,55 - 59 years,55,59,508722
London,E12000007,2022-03-09,341,1756,433,60 - 64 years,60,64,405576
London,E12000007,2022-03-09,234,1308,411.1,65 - 69 years,65,69,318142
London,E12000007,2022-03-09,209,1057,376.9,70 - 74 years,70,74,280432
London,E12000007,2022-03-09,118,686,349.3,75 - 79 years,75,79,196419
London,E12000007,2022-03-09,52,381,252.4,80 - 84 years,80,84,150980
London,E12000007,2022-03-09,39,265,282.5,85 - 89 years,85,89,93808
London,E12000007,2022-03-09,32,190,323.8,90+ years,90,90,58672
London,E12000007,2022-03-09,12,42,0,unassigned,NA,NA,NA
London,E12000007,2022-03-08,181,919,154.2,0 - 4 years,0,4,595799
London,E12000007,2022-03-08,345,1770,291.9,5 - 9 years,5,9,606333
London,E12000007,2022-03-08,394,1835,333.2,10 - 14 years,10,14,550753
London,E12000007,2022-03-08,276,1510,318.3,15 - 19 years,15,19,474456
London,E12000007,2022-03-08,428,2383,428.1,20 - 24 years,20,24,556594
London,E12000007,2022-03-08,854,4353,574.4,25 - 29 years,25,29,757848
London,E12000007,2022-03-08,930,4772,580.5,30 - 34 years,30,34,822084
London,E12000007,2022-03-08,764,4068,521.6,35 - 39 years,35,39,779934
London,E12000007,2022-03-08,658,3560,525.5,40 - 44 years,40,44,677463
London,E12000007,2022-03-08,544,2887,482.3,45 - 49 years,45,49,598535
London,E12000007,2022-03-08,461,2505,439.5,50 - 54 years,50,54,569938
London,E12000007,2022-03-08,403,2215,435.4,55 - 59 years,55,59,508722
London,E12000007,2022-03-08,310,1646,405.8,60 - 64 years,60,64,405576
London,E12000007,2022-03-08,243,1229,386.3,65 - 69 years,65,69,318142
London,E12000007,2022-03-08,177,965,344.1,70 - 74 years,70,74,280432
London,E12000007,2022-03-08,97,650,330.9,75 - 79 years,75,79,196419
London,E12000007,2022-03-08,67,392,259.6,80 - 84 years,80,84,150980
London,E12000007,2022-03-08,38,252,268.6,85 - 89 years,85,89,93808
London,E12000007,2022-03-08,24,191,325.5,90+ years,90,90,58672
London,E12000007,2022-03-08,9,35,0,unassigned,NA,NA,NA
London,E12000007,2022-03-07,201,848,142.3,0 - 4 years,0,4,595799
London,E12000007,2022-03-07,371,1620,267.2,5 - 9 years,5,9,606333
London,E12000007,2022-03-07,390,1616,293.4,10 - 14 years,10,14,550753
London,E12000007,2022-03-07,313,1417,298.7,15 - 19 years,15,19,474456
London,E12000007,2022-03-07,403,2310,415,20 - 24 years,20,24,556594
London,E12000007,2022-03-07,745,4131,545.1,25 - 29 years,25,29,757848
London,E12000007,2022-03-07,816,4493,546.5,30 - 34 years,30,34,822084
London,E12000007,2022-03-07,698,3814,489,35 - 39 years,35,39,779934
London,E12000007,2022-03-07,667,3342,493.3,40 - 44 years,40,44,677463
London,E12000007,2022-03-07,517,2693,449.9,45 - 49 years,45,49,598535
London,E12000007,2022-03-07,461,2366,415.1,50 - 54 years,50,54,569938
London,E12000007,2022-03-07,404,2074,407.7,55 - 59 years,55,59,508722
London,E12000007,2022-03-07,278,1551,382.4,60 - 64 years,60,64,405576
