area_name,area_code,date,cases,rolling_sum,rolling_rate,age_band,age_lower,age_higher,population
London,E12000007,2021-04-16,19,140,24.6,50 - 54 years,50,54,569938
London,E12000007,2021-04-16,14,90,17.7,55 - 59 years,55,59,508722
London,E12000007,2021-04-16,14,75,18.5,60 - 64 years,60,64,405576
London,E12000007,2021-04-16,7,40,12.6,65 - 69 years,65,69,318142
London,E12000007,2021-04-16,6,39,13.9,70 - 74 years,70,74,280432
London,E12000007,2021-04-16,3,17,8.7,75 - 79 years,75,79,196419
London,E12000007,2021-04-16,3,23,15.2,80 - 84 years,80,84,150980
London,E12000007,2021-04-16,3,19,20.3,85 - 89 years,85,89,93808
London,E12000007,2021-04-16,2,12,20.5,90+ years,90,90,58672
London,E12000007,2021-04-16,7,22,0,unassigned,NA,NA,NA
London,E12000007,2021-04-15,7,34,5.7,0 - 4 years,0,4,595799
London,E12000007,2021-04-15,12,70,11.5,5 - 9 years,5,9,606333
London,E12000007,2021-04-15,24,145,26.3,10 - 14 years,10,14,550753
London,E12000007,2021-04-15,29,167,35.2,15 - 19 years,15,19,474456
London,E12000007,2021-04-15,25,205,36.8,20 - 24 years,20,24,556594
London,E12000007,2021-04-15,36,245,32.3,25 - 29 years,25,29,757848
London,E12000007,2021-04-15,44,272,33.1,30 - 34 years,30,34,822084
London,E12000007,2021-04-15,27,272,34.9,35 - 39 years,35,39,779934
London,E12000007,2021-04-15,29,191,28.2,40 - 44 years,40,44,677463
London,E12000007,2021-04-15,28,169,28.2,45 - 49 years,45,49,598535
London,E12000007,2021-04-15,24,144,25.3,50 - 54 years,50,54,569938
London,E12000007,2021-04-15,11,93,18.3,55 - 59 years,55,59,508722
London,E12000007,2021-04-15,8,73,18,60 - 64 years,60,64,405576
London,E12000007,2021-04-15,3,44,13.8,65 - 69 years,65,69,318142
London,E12000007,2021-04-15,3,35,12.5,70 - 74 years,70,74,280432
London,E12000007,2021-04-15,0,18,9.2,75 - 79 years,75,79,196419
London,E12000007,2021-04-15,4,22,14.6,80 - 84 years,80,84,150980
London,E12000007,2021-04-15,3,21,22.4,85 - 89 years,85,89,93808
London,E12000007,2021-04-15,0,14,23.9,90+ years,90,90,58672
London,E12000007,2021-04-15,4,19,0,unassigned,NA,NA,NA
London,E12000007,2021-04-14,3,31,5.2,0 - 4 years,0,4,595799
London,E12000007,2021-04-14,6,67,11.1,5 - 9 years,5,9,606333
London,E12000007,2021-04-14,20,134,24.3,10 - 14 years,10,14,550753
London,E12000007,2021-04-14,23,163,34.4,15 - 19 years,15,19,474456
London,E12000007,2021-04-14,29,209,37.5,20 - 24 years,20,24,556594
London,E12000007,2021-04-14,37,253,33.4,25 - 29 years,25,29,757848
London,E12000007,2021-04-14,37,267,32.5,30 - 34 years,30,34,822084
London,E12000007,2021-04-14,41,288,36.9,35 - 39 years,35,39,779934
London,E12000007,2021-04-14,25,202,29.8,40 - 44 years,40,44,677463
London,E12000007,2021-04-14,16,164,27.4,45 - 49 years,45,49,598535
London,E12000007,2021-04-14,19,143,25.1,50 - 54 years,50,54,569938
London,E12000007,2021-04-14,15,95,18.7,55 - 59 years,55,59,508722
London,E12000007,2021-04-14,6,68,16.8,60 - 64 years,60,64,405576
London,E12000007,2021-04-14,0,48,15.1,65 - 69 years,65,69,318142
London,E12000007,2021-04-14,4,35,12.5,70 - 74 years,70,74,280432
London,E12000007,2021-04-14,3,20,10.2,75 - 79 years,75,79,196419
London,E12000007,2021-04-14,4,21,13.9,80 - 84 years,80,84,150980
London,E12000007,2021-04-14,1,19,20.3,85 - 89 years,85,89,93808
London,E12000007,2021-04-14,3,15,25.6,90+ years,90,90,58672
London,E12000007,2021-04-14,3,20,0,unassigned,NA,NA,NA
London,E12000007,2021-04-13,7,31,5.2,0 - 4 years,0,4,595799
London,E12000007,2021-04-13,15,71,11.7,5 - 9 years,5,9,606333
London,E12000007,2021-04-13,11,140,25.4,10 - 14 years,10,14,550753
London,E12000007,2021-04-13,22,166,35,15 - 19 years,15,19,474456
London,E12000007,2021-04-13,33,210,37.7,20 - 24 years,20,24,556594
London,E12000007,2021-04-13,31,257,33.9,25 - 29 years,25,29,757848
London,E12000007,2021-04-13,29,282,34.3,30 - 34 years,30,34,822084
London,E12000007,2021-04-13,39,278,35.6,35 - 39 years,35,39,779934
London,E12000007,2021-04-13,23,221,32.6,40 - 44 years,40,44,677463
London,E12000007,2021-04-13,25,173,28.9,45 - 49 years,45,49,598535
London,E12000007,2021-04-13,18,146,25.6,50 - 54 years,50,54,569938
London,E12000007,2021-04-13,14,98,19.3,55 - 59 years,55,59,508722
London,E12000007,2021-04-13,12,72,17.8,60 - 64 years,60,64,405576
London,E12000007,2021-04-13,7,53,16.7,65 - 69 years,65,69,318142
London,E12000007,2021-04-13,5,35,12.5,70 - 74 years,70,74,280432
London,E12000007,2021-04-13,3,21,10.7,75 - 79 years,75,79,196419
London,E12000007,2021-04-13,3,21,13.9,80 - 84 years,80,84,150980
London,E12000007,2021-04-13,2,25,26.7,85 - 89 years,85,89,93808
London,E12000007,2021-04-13,1,14,23.9,90+ years,90,90,58672
London,E12000007,2021-04-13,3,25,0,unassigned,NA,NA,NA
London,E12000007,2021-04-12,5,34,5.7,0 - 4 years,0,4,595799
London,E12000007,2021-04-12,7,63,10.4,5 - 9 years,5,9,606333
London,E12000007,2021-04-12,21,142,25.8,10 - 14 years,10,14,550753
London,E12000007,2021-04-12,26,175,36.9,15 - 19 years,15,19,474456
London,E12000007,2021-04-12,36,209,37.5,20 - 24 years,20,24,556594
London,E12000007,2021-04-12,34,264,34.8,25 - 29 years,25,29,757848
London,E12000007,2021-04-12,44,290,35.3,30 - 34 years,30,34,822084
London,E12000007,2021-04-12,39,277,35.5,35 - 39 years,35,39,779934
London,E12000007,2021-04-12,35,232,34.2,40 - 44 years,40,44,677463
London,E12000007,2021-04-12,27,186,31.1,45 - 49 years,45,49,598535
London,E12000007,2021-04-12,26,156,27.4,50 - 54 years,50,54,569938
London,E12000007,2021-04-12,16,93,18.3,55 - 59 years,55,59,508722
London,E12000007,2021-04-12,14,75,18.5,60 - 64 years,60,64,405576
London,E12000007,2021-04-12,6,49,15.4,65 - 69 years,65,69,318142
London,E12000007,2021-04-12,8,37,13.2,70 - 74 years,70,74,280432
London,E12000007,2021-04-12,2,23,11.7,75 - 79 years,75,79,196419
London,E12000007,2021-04-12,1,20,13.2,80 - 84 years,80,84,150980
London,E12000007,2021-04-12,4,25,26.7,85 - 89 years,85,89,93808
London,E12000007,2021-04-12,2,14,23.9,90+ years,90,90,58672
London,E12000007,2021-04-12,0,31,0,unassigned,NA,NA,NA
London,E12000007,2021-04-11,3,34,5.7,0 - 4 years,0,4,595799
London,E12000007,2021-04-11,6,70,11.5,5 - 9 years,5,9,606333
London,E12000007,2021-04-11,32,151,27.4,10 - 14 years,10,14,550753
London,E12000007,2021-04-11,24,171,36,15 - 19 years,15,19,474456
London,E12000007,2021-04-11,29,192,34.5,20 - 24 years,20,24,556594
London,E12000007,2021-04-11,28,253,33.4,25 - 29 years,25,29,757848
London,E12000007,2021-04-11,37,278,33.8,30 - 34 years,30,34,822084
London,E12000007,2021-04-11,34,258,33.1,35 - 39 years,35,39,779934
London,E12000007,2021-04-11,28,223,32.9,40 - 44 years,40,44,677463
London,E12000007,2021-04-11,28,184,30.7,45 - 49 years,45,49,598535
London,E12000007,2021-04-11,21,145,25.4,50 - 54 years,50,54,569938
London,E12000007,2021-04-11,10,85,16.7,55 - 59 years,55,59,508722
London,E12000007,2021-04-11,12,68,16.8,60 - 64 years,60,64,405576
London,E12000007,2021-04-11,6,47,14.8,65 - 69 years,65,69,318142
London,E12000007,2021-04-11,5,33,11.8,70 - 74 years,70,74,280432
London,E12000007,2021-04-11,2,25,12.7,75 - 79 years,75,79,196419
London,E12000007,2021-04-11,2,20,13.2,80 - 84 years,80,84,150980
London,E12000007,2021-04-11,2,21,22.4,85 - 89 years,85,89,93808
London,E12000007,2021-04-11,0,14,23.9,90+ years,90,90,58672
London,E12000007,2021-04-11,3,32,0,unassigned,NA,NA,NA
London,E12000007,2021-04-10,4,35,5.9,0 - 4 years,0,4,595799
London,E12000007,2021-04-10,13,75,12.4,5 - 9 years,5,9,606333
London,E12000007,2021-04-10,13,134,24.3,10 - 14 years,10,14,550753
London,E12000007,2021-04-10,20,163,34.4,15 - 19 years,15,19,474456
London,E12000007,2021-04-10,25,179,32.2,20 - 24 years,20,24,556594
London,E12000007,2021-04-10,37,248,32.7,25 - 29 years,25,29,757848
London,E12000007,2021-04-10,32,280,34.1,30 - 34 years,30,34,822084
London,E12000007,2021-04-10,40,241,30.9,35 - 39 years,35,39,779934
London,E12000007,2021-04-10,22,220,32.5,40 - 44 years,40,44,677463
London,E12000007,2021-04-10,16,173,28.9,45 - 49 years,45,49,598535
London,E12000007,2021-04-10,13,134,23.5,50 - 54 years,50,54,569938
London,E12000007,2021-04-10,10,81,15.9,55 - 59 years,55,59,508722
London,E12000007,2021-04-10,9,63,15.5,60 - 64 years,60,64,405576
London,E12000007,2021-04-10,11,44,13.8,65 - 69 years,65,69,318142
London,E12000007,2021-04-10,8,33,11.8,70 - 74 years,70,74,280432
London,E12000007,2021-04-10,4,25,12.7,75 - 79 years,75,79,196419
London,E12000007,2021-04-10,6,20,13.2,80 - 84 years,80,84,150980
London,E12000007,2021-04-10,4,20,21.3,85 - 89 years,85,89,93808
London,E12000007,2021-04-10,4,15,25.6,90+ years,90,90,58672
London,E12000007,2021-04-10,2,30,0,unassigned,NA,NA,NA
London,E12000007,2021-04-09,5,36,6,0 - 4 years,0,4,595799
London,E12000007,2021-04-09,11,71,11.7,5 - 9 years,5,9,606333
London,E12000007,2021-04-09,24,135,24.5,10 - 14 years,10,14,550753
London,E12000007,2021-04-09,23,165,34.8,15 - 19 years,15,19,474456
London,E12000007,2021-04-09,28,178,32,20 - 24 years,20,24,556594
London,E12000007,2021-04-09,42,242,31.9,25 - 29 years,25,29,757848
London,E12000007,2021-04-09,49,282,34.3,30 - 34 years,30,34,822084
London,E12000007,2021-04-09,52,223,28.6,35 - 39 years,35,39,779934
London,E12000007,2021-04-09,29,217,32,40 - 44 years,40,44,677463
London,E12000007,2021-04-09,29,175,29.2,45 - 49 years,45,49,598535
London,E12000007,2021-04-09,23,137,24,50 - 54 years,50,54,569938
London,E12000007,2021-04-09,17,82,16.1,55 - 59 years,55,59,508722
London,E12000007,2021-04-09,12,65,16,60 - 64 years,60,64,405576
London,E12000007,2021-04-09,11,35,11,65 - 69 years,65,69,318142
London,E12000007,2021-04-09,2,30,10.7,70 - 74 years,70,74,280432
London,E12000007,2021-04-09,4,24,12.2,75 - 79 years,75,79,196419
London,E12000007,2021-04-09,2,15,9.9,80 - 84 years,80,84,150980
London,E12000007,2021-04-09,5,17,18.1,85 - 89 years,85,89,93808
London,E12000007,2021-04-09,4,12,20.5,90+ years,90,90,58672
London,E12000007,2021-04-09,4,31,0,unassigned,NA,NA,NA
London,E12000007,2021-04-08,4,36,6,0 - 4 years,0,4,595799
London,E12000007,2021-04-08,9,72,11.9,5 - 9 years,5,9,606333
London,E12000007,2021-04-08,13,137,24.9,10 - 14 years,10,14,550753
London,E12000007,2021-04-08,25,160,33.7,15 - 19 years,15,19,474456
London,E12000007,2021-04-08,29,171,30.7,20 - 24 years,20,24,556594
London,E12000007,2021-04-08,44,237,31.3,25 - 29 years,25,29,757848
London,E12000007,2021-04-08,39,258,31.4,30 - 34 years,30,34,822084
London,E12000007,2021-04-08,43,199,25.5,35 - 39 years,35,39,779934
London,E12000007,2021-04-08,40,204,30.1,40 - 44 years,40,44,677463
London,E12000007,2021-04-08,23,164,27.4,45 - 49 years,45,49,598535
London,E12000007,2021-04-08,23,136,23.9,50 - 54 years,50,54,569938
London,E12000007,2021-04-08,13,80,15.7,55 - 59 years,55,59,508722
London,E12000007,2021-04-08,3,64,15.8,60 - 64 years,60,64,405576
London,E12000007,2021-04-08,7,30,9.4,65 - 69 years,65,69,318142
London,E12000007,2021-04-08,3,31,11.1,70 - 74 years,70,74,280432
London,E12000007,2021-04-08,2,20,10.2,75 - 79 years,75,79,196419
London,E12000007,2021-04-08,3,15,9.9,80 - 84 years,80,84,150980
London,E12000007,2021-04-08,1,13,13.9,85 - 89 years,85,89,93808
London,E12000007,2021-04-08,1,9,15.3,90+ years,90,90,58672
London,E12000007,2021-04-08,5,31,0,unassigned,NA,NA,NA
London,E12000007,2021-04-07,3,42,7,0 - 4 years,0,4,595799
London,E12000007,2021-04-07,10,77,12.7,5 - 9 years,5,9,606333
London,E12000007,2021-04-07,26,159,28.9,10 - 14 years,10,14,550753
London,E12000007,2021-04-07,26,163,34.4,15 - 19 years,15,19,474456
London,E12000007,2021-04-07,30,181,32.5,20 - 24 years,20,24,556594
London,E12000007,2021-04-07,41,228,30.1,25 - 29 years,25,29,757848
London,E12000007,2021-04-07,52,259,31.5,30 - 34 years,30,34,822084
London,E12000007,2021-04-07,31,193,24.7,35 - 39 years,35,39,779934
London,E12000007,2021-04-07,44,199,29.4,40 - 44 years,40,44,677463
London,E12000007,2021-04-07,25,175,29.2,45 - 49 years,45,49,598535
London,E12000007,2021-04-07,22,133,23.3,50 - 54 years,50,54,569938
London,E12000007,2021-04-07,18,84,16.5,55 - 59 years,55,59,508722
London,E12000007,2021-04-07,10,72,17.8,60 - 64 years,60,64,405576
London,E12000007,2021-04-07,5,30,9.4,65 - 69 years,65,69,318142
London,E12000007,2021-04-07,4,30,10.7,70 - 74 years,70,74,280432
London,E12000007,2021-04-07,4,20,10.2,75 - 79 years,75,79,196419
London,E12000007,2021-04-07,4,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-04-07,7,13,13.9,85 - 89 years,85,89,93808
London,E12000007,2021-04-07,2,8,13.6,90+ years,90,90,58672
London,E12000007,2021-04-07,8,28,0,unassigned,NA,NA,NA
London,E12000007,2021-04-06,10,42,7,0 - 4 years,0,4,595799
London,E12000007,2021-04-06,7,80,13.2,5 - 9 years,5,9,606333
London,E12000007,2021-04-06,13,172,31.2,10 - 14 years,10,14,550753
London,E12000007,2021-04-06,31,163,34.4,15 - 19 years,15,19,474456
London,E12000007,2021-04-06,32,179,32.2,20 - 24 years,20,24,556594
London,E12000007,2021-04-06,38,221,29.2,25 - 29 years,25,29,757848
London,E12000007,2021-04-06,37,240,29.2,30 - 34 years,30,34,822084
London,E12000007,2021-04-06,38,189,24.2,35 - 39 years,35,39,779934
London,E12000007,2021-04-06,34,183,27,40 - 44 years,40,44,677463
London,E12000007,2021-04-06,38,171,28.6,45 - 49 years,45,49,598535
London,E12000007,2021-04-06,28,126,22.1,50 - 54 years,50,54,569938
London,E12000007,2021-04-06,9,82,16.1,55 - 59 years,55,59,508722
London,E12000007,2021-04-06,15,75,18.5,60 - 64 years,60,64,405576
London,E12000007,2021-04-06,3,34,10.7,65 - 69 years,65,69,318142
London,E12000007,2021-04-06,7,29,10.3,70 - 74 years,70,74,280432
London,E12000007,2021-04-06,5,21,10.7,75 - 79 years,75,79,196419
London,E12000007,2021-04-06,2,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-04-06,2,9,9.6,85 - 89 years,85,89,93808
London,E12000007,2021-04-06,1,6,10.2,90+ years,90,90,58672
London,E12000007,2021-04-06,9,22,0,unassigned,NA,NA,NA
London,E12000007,2021-04-05,5,41,6.9,0 - 4 years,0,4,595799
London,E12000007,2021-04-05,14,85,14,5 - 9 years,5,9,606333
London,E12000007,2021-04-05,30,191,34.7,10 - 14 years,10,14,550753
London,E12000007,2021-04-05,22,169,35.6,15 - 19 years,15,19,474456
London,E12000007,2021-04-05,19,175,31.4,20 - 24 years,20,24,556594
London,E12000007,2021-04-05,23,214,28.2,25 - 29 years,25,29,757848
London,E12000007,2021-04-05,32,247,30,30 - 34 years,30,34,822084
London,E12000007,2021-04-05,20,193,24.7,35 - 39 years,35,39,779934
London,E12000007,2021-04-05,26,177,26.1,40 - 44 years,40,44,677463
London,E12000007,2021-04-05,25,167,27.9,45 - 49 years,45,49,598535
London,E12000007,2021-04-05,15,118,20.7,50 - 54 years,50,54,569938
London,E12000007,2021-04-05,8,95,18.7,55 - 59 years,55,59,508722
London,E12000007,2021-04-05,7,77,19,60 - 64 years,60,64,405576
London,E12000007,2021-04-05,4,35,11,65 - 69 years,65,69,318142
London,E12000007,2021-04-05,4,30,10.7,70 - 74 years,70,74,280432
London,E12000007,2021-04-05,4,18,9.2,75 - 79 years,75,79,196419
London,E12000007,2021-04-05,1,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2021-04-05,0,12,12.8,85 - 89 years,85,89,93808
London,E12000007,2021-04-05,2,7,11.9,90+ years,90,90,58672
London,E12000007,2021-04-05,1,18,0,unassigned,NA,NA,NA
London,E12000007,2021-04-04,4,51,8.6,0 - 4 years,0,4,595799
London,E12000007,2021-04-04,11,94,15.5,5 - 9 years,5,9,606333
London,E12000007,2021-04-04,15,193,35,10 - 14 years,10,14,550753
London,E12000007,2021-04-04,16,171,36,15 - 19 years,15,19,474456
London,E12000007,2021-04-04,16,206,37,20 - 24 years,20,24,556594
London,E12000007,2021-04-04,23,232,30.6,25 - 29 years,25,29,757848
London,E12000007,2021-04-04,39,252,30.7,30 - 34 years,30,34,822084
London,E12000007,2021-04-04,17,221,28.3,35 - 39 years,35,39,779934
London,E12000007,2021-04-04,25,198,29.2,40 - 44 years,40,44,677463
London,E12000007,2021-04-04,17,163,27.2,45 - 49 years,45,49,598535
London,E12000007,2021-04-04,10,141,24.7,50 - 54 years,50,54,569938
London,E12000007,2021-04-04,6,103,20.2,55 - 59 years,55,59,508722
London,E12000007,2021-04-04,7,86,21.2,60 - 64 years,60,64,405576
London,E12000007,2021-04-04,3,40,12.6,65 - 69 years,65,69,318142
London,E12000007,2021-04-04,5,27,9.6,70 - 74 years,70,74,280432
London,E12000007,2021-04-04,2,16,8.1,75 - 79 years,75,79,196419
London,E12000007,2021-04-04,2,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2021-04-04,1,12,12.8,85 - 89 years,85,89,93808
London,E12000007,2021-04-04,1,7,11.9,90+ years,90,90,58672
London,E12000007,2021-04-04,1,22,0,unassigned,NA,NA,NA
London,E12000007,2021-04-03,5,56,9.4,0 - 4 years,0,4,595799
London,E12000007,2021-04-03,9,105,17.3,5 - 9 years,5,9,606333
London,E12000007,2021-04-03,14,297,53.9,10 - 14 years,10,14,550753
London,E12000007,2021-04-03,22,229,48.3,15 - 19 years,15,19,474456
London,E12000007,2021-04-03,24,227,40.8,20 - 24 years,20,24,556594
London,E12000007,2021-04-03,31,247,32.6,25 - 29 years,25,29,757848
London,E12000007,2021-04-03,34,257,31.3,30 - 34 years,30,34,822084
London,E12000007,2021-04-03,22,246,31.5,35 - 39 years,35,39,779934
London,E12000007,2021-04-03,19,216,31.9,40 - 44 years,40,44,677463
London,E12000007,2021-04-03,18,175,29.2,45 - 49 years,45,49,598535
London,E12000007,2021-04-03,16,158,27.7,50 - 54 years,50,54,569938
London,E12000007,2021-04-03,11,112,22,55 - 59 years,55,59,508722
London,E12000007,2021-04-03,11,85,21,60 - 64 years,60,64,405576
London,E12000007,2021-04-03,2,46,14.5,65 - 69 years,65,69,318142
London,E12000007,2021-04-03,5,28,10,70 - 74 years,70,74,280432
London,E12000007,2021-04-03,3,15,7.6,75 - 79 years,75,79,196419
London,E12000007,2021-04-03,1,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-04-03,1,13,13.9,85 - 89 years,85,89,93808
London,E12000007,2021-04-03,1,8,13.6,90+ years,90,90,58672
London,E12000007,2021-04-03,3,23,0,unassigned,NA,NA,NA
London,E12000007,2021-04-02,5,63,10.6,0 - 4 years,0,4,595799
London,E12000007,2021-04-02,12,114,18.8,5 - 9 years,5,9,606333
London,E12000007,2021-04-02,26,305,55.4,10 - 14 years,10,14,550753
London,E12000007,2021-04-02,18,239,50.4,15 - 19 years,15,19,474456
London,E12000007,2021-04-02,21,227,40.8,20 - 24 years,20,24,556594
London,E12000007,2021-04-02,37,248,32.7,25 - 29 years,25,29,757848
London,E12000007,2021-04-02,25,249,30.3,30 - 34 years,30,34,822084
London,E12000007,2021-04-02,28,263,33.7,35 - 39 years,35,39,779934
London,E12000007,2021-04-02,16,230,34,40 - 44 years,40,44,677463
London,E12000007,2021-04-02,18,179,29.9,45 - 49 years,45,49,598535
London,E12000007,2021-04-02,22,157,27.5,50 - 54 years,50,54,569938
London,E12000007,2021-04-02,15,116,22.8,55 - 59 years,55,59,508722
London,E12000007,2021-04-02,11,81,20,60 - 64 years,60,64,405576
London,E12000007,2021-04-02,6,50,15.7,65 - 69 years,65,69,318142
London,E12000007,2021-04-02,3,25,8.9,70 - 74 years,70,74,280432
London,E12000007,2021-04-02,0,15,7.6,75 - 79 years,75,79,196419
London,E12000007,2021-04-02,2,17,11.3,80 - 84 years,80,84,150980
London,E12000007,2021-04-02,1,13,13.9,85 - 89 years,85,89,93808
London,E12000007,2021-04-02,1,9,15.3,90+ years,90,90,58672
London,E12000007,2021-04-02,4,26,0,unassigned,NA,NA,NA
London,E12000007,2021-04-01,10,68,11.4,0 - 4 years,0,4,595799
London,E12000007,2021-04-01,14,129,21.3,5 - 9 years,5,9,606333
London,E12000007,2021-04-01,35,327,59.4,10 - 14 years,10,14,550753
London,E12000007,2021-04-01,28,253,53.3,15 - 19 years,15,19,474456
London,E12000007,2021-04-01,39,251,45.1,20 - 24 years,20,24,556594
London,E12000007,2021-04-01,35,250,33,25 - 29 years,25,29,757848
London,E12000007,2021-04-01,40,249,30.3,30 - 34 years,30,34,822084
London,E12000007,2021-04-01,37,285,36.5,35 - 39 years,35,39,779934
London,E12000007,2021-04-01,35,253,37.3,40 - 44 years,40,44,677463
London,E12000007,2021-04-01,34,187,31.2,45 - 49 years,45,49,598535
London,E12000007,2021-04-01,20,175,30.7,50 - 54 years,50,54,569938
London,E12000007,2021-04-01,17,129,25.4,55 - 59 years,55,59,508722
London,E12000007,2021-04-01,11,86,21.2,60 - 64 years,60,64,405576
London,E12000007,2021-04-01,7,53,16.7,65 - 69 years,65,69,318142
London,E12000007,2021-04-01,2,25,8.9,70 - 74 years,70,74,280432
London,E12000007,2021-04-01,2,18,9.2,75 - 79 years,75,79,196419
London,E12000007,2021-04-01,1,19,12.6,80 - 84 years,80,84,150980
London,E12000007,2021-04-01,1,14,14.9,85 - 89 years,85,89,93808
London,E12000007,2021-04-01,0,9,15.3,90+ years,90,90,58672
London,E12000007,2021-04-01,2,32,0,unassigned,NA,NA,NA
London,E12000007,2021-03-31,3,71,11.9,0 - 4 years,0,4,595799
London,E12000007,2021-03-31,13,137,22.6,5 - 9 years,5,9,606333
London,E12000007,2021-03-31,39,341,61.9,10 - 14 years,10,14,550753
London,E12000007,2021-03-31,26,278,58.6,15 - 19 years,15,19,474456
London,E12000007,2021-03-31,28,258,46.4,20 - 24 years,20,24,556594
London,E12000007,2021-03-31,34,257,33.9,25 - 29 years,25,29,757848
London,E12000007,2021-03-31,33,260,31.6,30 - 34 years,30,34,822084
London,E12000007,2021-03-31,27,297,38.1,35 - 39 years,35,39,779934
London,E12000007,2021-03-31,28,252,37.2,40 - 44 years,40,44,677463
London,E12000007,2021-03-31,21,174,29.1,45 - 49 years,45,49,598535
London,E12000007,2021-03-31,15,195,34.2,50 - 54 years,50,54,569938
London,E12000007,2021-03-31,16,126,24.8,55 - 59 years,55,59,508722
London,E12000007,2021-03-31,13,84,20.7,60 - 64 years,60,64,405576
London,E12000007,2021-03-31,9,54,17,65 - 69 years,65,69,318142
London,E12000007,2021-03-31,3,30,10.7,70 - 74 years,70,74,280432
London,E12000007,2021-03-31,5,19,9.7,75 - 79 years,75,79,196419
London,E12000007,2021-03-31,4,20,13.2,80 - 84 years,80,84,150980
London,E12000007,2021-03-31,3,15,16,85 - 89 years,85,89,93808
London,E12000007,2021-03-31,0,11,18.7,90+ years,90,90,58672
London,E12000007,2021-03-31,2,34,0,unassigned,NA,NA,NA
London,E12000007,2021-03-30,9,86,14.4,0 - 4 years,0,4,595799
London,E12000007,2021-03-30,12,160,26.4,5 - 9 years,5,9,606333
London,E12000007,2021-03-30,32,396,71.9,10 - 14 years,10,14,550753
London,E12000007,2021-03-30,37,330,69.6,15 - 19 years,15,19,474456
London,E12000007,2021-03-30,28,268,48.1,20 - 24 years,20,24,556594
London,E12000007,2021-03-30,31,286,37.7,25 - 29 years,25,29,757848
London,E12000007,2021-03-30,44,286,34.8,30 - 34 years,30,34,822084
London,E12000007,2021-03-30,42,336,43.1,35 - 39 years,35,39,779934
London,E12000007,2021-03-30,28,272,40.1,40 - 44 years,40,44,677463
London,E12000007,2021-03-30,34,190,31.7,45 - 49 years,45,49,598535
London,E12000007,2021-03-30,20,204,35.8,50 - 54 years,50,54,569938
London,E12000007,2021-03-30,22,135,26.5,55 - 59 years,55,59,508722
London,E12000007,2021-03-30,17,83,20.5,60 - 64 years,60,64,405576
London,E12000007,2021-03-30,4,56,17.6,65 - 69 years,65,69,318142
London,E12000007,2021-03-30,8,33,11.8,70 - 74 years,70,74,280432
London,E12000007,2021-03-30,2,19,9.7,75 - 79 years,75,79,196419
London,E12000007,2021-03-30,1,17,11.3,80 - 84 years,80,84,150980
London,E12000007,2021-03-30,5,14,14.9,85 - 89 years,85,89,93808
London,E12000007,2021-03-30,2,14,23.9,90+ years,90,90,58672
London,E12000007,2021-03-30,5,42,0,unassigned,NA,NA,NA
London,E12000007,2021-03-29,15,95,15.9,0 - 4 years,0,4,595799
London,E12000007,2021-03-29,23,170,28,5 - 9 years,5,9,606333
London,E12000007,2021-03-29,32,403,73.2,10 - 14 years,10,14,550753
London,E12000007,2021-03-29,24,345,72.7,15 - 19 years,15,19,474456
London,E12000007,2021-03-29,50,274,49.2,20 - 24 years,20,24,556594
London,E12000007,2021-03-29,41,317,41.8,25 - 29 years,25,29,757848
London,E12000007,2021-03-29,37,282,34.3,30 - 34 years,30,34,822084
London,E12000007,2021-03-29,48,344,44.1,35 - 39 years,35,39,779934
London,E12000007,2021-03-29,47,293,43.2,40 - 44 years,40,44,677463
London,E12000007,2021-03-29,21,186,31.1,45 - 49 years,45,49,598535
London,E12000007,2021-03-29,38,214,37.5,50 - 54 years,50,54,569938
London,E12000007,2021-03-29,16,138,27.1,55 - 59 years,55,59,508722
London,E12000007,2021-03-29,16,80,19.7,60 - 64 years,60,64,405576
London,E12000007,2021-03-29,9,59,18.5,65 - 69 years,65,69,318142
London,E12000007,2021-03-29,1,30,10.7,70 - 74 years,70,74,280432
London,E12000007,2021-03-29,2,21,10.7,75 - 79 years,75,79,196419
London,E12000007,2021-03-29,1,18,11.9,80 - 84 years,80,84,150980
London,E12000007,2021-03-29,0,10,10.7,85 - 89 years,85,89,93808
London,E12000007,2021-03-29,2,13,22.2,90+ years,90,90,58672
London,E12000007,2021-03-29,5,41,0,unassigned,NA,NA,NA
London,E12000007,2021-03-28,9,98,16.4,0 - 4 years,0,4,595799
London,E12000007,2021-03-28,22,169,27.9,5 - 9 years,5,9,606333
London,E12000007,2021-03-28,119,452,82.1,10 - 14 years,10,14,550753
London,E12000007,2021-03-28,74,373,78.6,15 - 19 years,15,19,474456
London,E12000007,2021-03-28,37,261,46.9,20 - 24 years,20,24,556594
London,E12000007,2021-03-28,38,324,42.8,25 - 29 years,25,29,757848
London,E12000007,2021-03-28,44,292,35.5,30 - 34 years,30,34,822084
London,E12000007,2021-03-28,42,345,44.2,35 - 39 years,35,39,779934
London,E12000007,2021-03-28,43,300,44.3,40 - 44 years,40,44,677463
London,E12000007,2021-03-28,29,205,34.3,45 - 49 years,45,49,598535
London,E12000007,2021-03-28,27,211,37,50 - 54 years,50,54,569938
